id,age,job,marital_status,education,default_loan,balance,housing_loan,personal_loan,contact_type,day,month,duration,campaign,pdays,previous,poutcome,subscription
2520,34,TECH,MAR,SEC,N,7487,N,N,CEL,7,8,534,2,-1,0,UNK,0
2521,39,MGNT,MAR,SEC,N,-810,N,Y,CEL,14,7,77,2,-1,0,UNK,0
2522,58,UNEMP,MAR,SEC,N,3867,Y,N,TEL,11,5,159,1,364,2,FAIL,0
2523,46,TECH,DIV,TER,N,0,Y,N,CEL,21,11,234,5,102,5,FAIL,0
2524,34,MGNT,SIN,SEC,N,1360,Y,N,CEL,17,7,506,1,-1,0,UNK,0
2525,37,BLUE,MAR,PRIM,N,190,Y,Y,UNK,8,5,194,1,-1,0,UNK,0
2526,53,HOUSE,MAR,PRIM,N,1869,N,N,CEL,11,8,102,4,-1,0,UNK,0
2527,28,MGNT,MAR,TER,N,318,Y,N,UNK,27,5,4,4,-1,0,UNK,0
2528,43,BLUE,MAR,SEC,Y,128,Y,N,CEL,3,2,71,1,-1,0,UNK,0
2529,45,BLUE,MAR,SEC,N,776,Y,N,CEL,6,2,232,4,253,1,FAIL,0
2530,32,TECH,SIN,SEC,N,283,Y,N,CEL,29,1,71,1,-1,0,UNK,0
2531,56,ENTREP,MAR,UNK,N,575,N,N,UNK,20,6,18,2,-1,0,UNK,0
2532,41,MGNT,SIN,TER,N,4522,N,N,CEL,28,8,55,1,-1,0,UNK,0
2533,28,MGNT,SIN,TER,N,9314,N,N,CEL,2,7,276,2,-1,0,UNK,1
2534,29,ENTREP,MAR,SEC,N,0,Y,N,UNK,19,6,211,1,-1,0,UNK,0
2535,36,BLUE,MAR,SEC,N,975,Y,N,CEL,7,5,186,2,295,1,FAIL,0
2536,48,BLUE,MAR,SEC,N,750,N,N,CEL,5,2,85,2,8,2,OTH,0
2537,40,MGNT,SIN,SEC,N,9916,N,N,CEL,18,11,411,3,8,1,FAIL,0
2538,58,BLUE,MAR,PRIM,N,76,Y,N,UNK,5,5,156,2,-1,0,UNK,0
2539,26,MGNT,SIN,TER,N,157,Y,N,CEL,30,1,78,2,-1,0,UNK,0
2540,53,TECH,SIN,UNK,N,5331,N,N,CEL,21,11,302,1,-1,0,UNK,0
2541,34,TECH,SIN,TER,N,632,N,N,CEL,22,8,215,10,-1,0,UNK,0
2542,40,MGNT,MAR,TER,N,1584,Y,N,TEL,21,11,661,1,-1,0,UNK,0
2543,53,ADMIN,DIV,SEC,N,223,Y,Y,CEL,22,7,534,1,-1,0,UNK,0
2544,43,MGNT,DIV,TER,N,3327,N,N,TEL,28,8,146,19,-1,0,UNK,0
2545,43,TECH,MAR,PRIM,N,117,Y,N,UNK,7,5,84,2,-1,0,UNK,0
2546,45,BLUE,MAR,PRIM,N,137,Y,Y,UNK,16,5,187,19,-1,0,UNK,0
2547,32,TECH,MAR,SEC,N,1242,Y,N,UNK,2,6,183,3,-1,0,UNK,0
2548,62,MGNT,MAR,TER,N,5008,N,N,TEL,4,6,139,2,-1,0,UNK,0
2549,56,BLUE,MAR,SEC,N,1210,N,N,UNK,11,6,935,1,-1,0,UNK,1
2550,51,ADMIN,SIN,UNK,N,196,N,N,UNK,11,6,98,1,-1,0,UNK,0
2551,55,UNEMP,MAR,PRIM,N,1212,N,N,CEL,31,8,241,1,92,1,FAIL,0
2552,37,BLUE,MAR,SEC,N,6,Y,N,CEL,12,5,136,2,-1,0,UNK,0
2553,51,ADMIN,MAR,SEC,N,1535,N,N,CEL,12,8,359,2,-1,0,UNK,0
2554,32,SELF,MAR,SEC,N,-33,Y,N,UNK,28,5,234,3,-1,0,UNK,0
2555,41,SERV,MAR,TER,N,412,Y,N,UNK,3,6,154,5,-1,0,UNK,0
2556,30,MGNT,SIN,TER,N,162,Y,N,UNK,20,5,186,4,-1,0,UNK,0
2557,43,SELF,MAR,SEC,N,2940,N,N,CEL,29,1,108,1,-1,0,UNK,0
2558,30,BLUE,MAR,SEC,N,282,Y,Y,UNK,23,5,148,2,-1,0,UNK,0
2559,36,MGNT,MAR,TER,N,324,N,N,CEL,18,8,104,4,-1,0,UNK,0
2560,38,BLUE,MAR,PRIM,N,433,N,N,CEL,7,7,116,3,-1,0,UNK,0
2561,25,STUD,MAR,TER,N,10,Y,N,CEL,21,7,857,4,-1,0,UNK,1
2562,36,MGNT,MAR,TER,N,9,N,N,CEL,11,8,386,4,-1,0,UNK,1
2563,43,BLUE,MAR,PRIM,N,190,Y,N,CEL,13,5,168,2,-1,0,UNK,0
2564,45,MGNT,DIV,TER,N,2096,N,N,CEL,13,8,317,2,-1,0,UNK,0
2565,51,MGNT,MAR,TER,N,2455,Y,N,CEL,21,7,553,1,-1,0,UNK,1
2566,35,MGNT,MAR,TER,N,272,Y,Y,CEL,11,7,163,2,-1,0,UNK,0
2567,52,MGNT,MAR,TER,N,52,N,Y,CEL,18,8,124,4,-1,0,UNK,0
2568,32,MGNT,MAR,TER,N,6138,N,N,CEL,3,9,251,3,36,11,SUC,0
2569,43,SERV,MAR,PRIM,N,-88,Y,Y,CEL,17,4,313,1,147,2,FAIL,0
2570,46,UNEMP,SIN,SEC,N,836,N,N,CEL,18,11,95,1,-1,0,UNK,0
2571,38,HOUSE,DIV,SEC,N,70,N,N,CEL,27,10,255,3,148,1,SUC,1
2572,48,BLUE,MAR,SEC,N,244,Y,Y,CEL,2,2,212,1,-1,0,UNK,0
2573,31,SERV,SIN,SEC,N,629,Y,N,UNK,21,5,369,2,-1,0,UNK,0
2574,42,HOUSE,MAR,PRIM,N,1371,N,N,UNK,18,6,125,8,-1,0,UNK,0
2575,34,BLUE,MAR,SEC,N,2542,Y,N,CEL,14,5,228,1,-1,0,UNK,0
2576,26,SERV,SIN,SEC,N,212,Y,N,CEL,15,5,144,2,352,1,OTH,0
2577,36,BLUE,SIN,SEC,N,284,N,N,UNK,9,6,114,1,-1,0,UNK,0
2578,32,TECH,SIN,SEC,N,0,Y,Y,UNK,6,5,135,3,-1,0,UNK,0
2579,35,MGNT,MAR,TER,N,2957,Y,Y,CEL,8,8,733,3,-1,0,UNK,1
2580,29,TECH,SIN,SEC,N,113,N,N,CEL,12,2,328,2,183,4,SUC,1
2581,45,TECH,MAR,UNK,N,886,Y,N,CEL,13,10,75,2,42,1,FAIL,0
2582,32,TECH,MAR,TER,N,15,N,N,CEL,14,5,226,1,346,1,FAIL,0
2583,27,MGNT,SIN,SEC,N,0,Y,Y,CEL,28,7,125,2,-1,0,UNK,0
2584,54,HOUSE,DIV,SEC,Y,34,N,N,CEL,21,7,208,3,-1,0,UNK,0
2585,24,STUD,SIN,SEC,N,822,N,N,CEL,27,10,184,1,91,2,FAIL,1
2586,34,BLUE,MAR,SEC,N,1298,Y,N,UNK,20,5,120,1,-1,0,UNK,0
2587,35,SERV,DIV,SEC,N,-718,Y,N,CEL,21,11,47,1,-1,0,UNK,0
2588,34,ADMIN,SIN,SEC,N,0,Y,N,CEL,11,5,66,1,301,3,FAIL,0
2589,33,MGNT,MAR,TER,N,679,N,N,CEL,5,8,1109,2,-1,0,UNK,1
2590,26,MGNT,SIN,TER,N,0,N,Y,CEL,2,2,145,1,199,1,FAIL,0
2591,37,BLUE,SIN,UNK,N,2188,N,N,UNK,16,5,193,8,-1,0,UNK,0
2592,59,retired,MAR,PRIM,N,6,N,N,CEL,7,8,448,3,-1,0,UNK,0
2593,60,UNEMP,MAR,PRIM,N,26,Y,N,UNK,16,5,196,6,-1,0,UNK,0
2594,34,MGNT,MAR,TER,N,160,Y,Y,CEL,15,7,130,1,-1,0,UNK,0
2595,52,ADMIN,MAR,TER,N,17,N,N,CEL,21,8,97,4,-1,0,UNK,0
2596,52,MGNT,MAR,TER,N,1545,N,N,UNK,20,6,115,4,-1,0,UNK,0
2597,41,TECH,MAR,SEC,N,1539,N,N,CEL,20,11,100,2,-1,0,UNK,0
2598,45,TECH,MAR,TER,N,3168,N,N,CEL,8,8,109,2,-1,0,UNK,0
2599,50,BLUE,MAR,PRIM,N,82,N,N,TEL,5,4,456,1,-1,0,UNK,1
2600,31,MGNT,MAR,TER,N,827,N,N,UNK,20,5,38,1,-1,0,UNK,0
2601,44,SELF,MAR,PRIM,N,0,N,N,CEL,20,11,843,3,-1,0,UNK,0
2602,27,MGNT,SIN,TER,N,574,Y,N,CEL,18,5,196,3,-1,0,UNK,0
2603,35,TECH,MAR,SEC,N,6,Y,N,CEL,11,5,204,2,348,2,FAIL,0
2604,27,STUD,SIN,TER,N,13107,Y,N,CEL,6,4,661,1,314,2,FAIL,1
2605,32,SERV,MAR,SEC,N,-124,N,N,UNK,27,5,116,1,-1,0,UNK,0
2606,32,TECH,DIV,SEC,N,211,Y,Y,UNK,29,5,230,4,-1,0,UNK,0
2607,33,ADMIN,DIV,SEC,N,294,Y,N,CEL,8,5,763,1,-1,0,UNK,1
2608,27,SERV,MAR,SEC,N,271,Y,N,UNK,30,5,130,2,-1,0,UNK,0
2609,48,ADMIN,MAR,SEC,N,1096,Y,N,UNK,18,6,213,5,-1,0,UNK,0
2610,30,MGNT,MAR,TER,N,112,Y,N,CEL,29,1,464,2,258,1,OTH,0
2611,26,TECH,SIN,SEC,N,3,Y,N,UNK,19,5,610,1,-1,0,UNK,0
2612,44,BLUE,DIV,SEC,N,221,N,N,CEL,30,7,149,13,-1,0,UNK,0
2613,35,BLUE,MAR,PRIM,N,2212,Y,N,CEL,14,5,320,2,353,4,OTH,0
2614,54,retired,MAR,SEC,N,3671,N,N,UNK,11,6,67,3,-1,0,UNK,0
2615,31,TECH,DIV,SEC,N,24,N,Y,CEL,27,8,352,2,-1,0,UNK,0
2616,37,BLUE,MAR,PRIM,N,496,Y,N,UNK,8,5,137,2,-1,0,UNK,0
2617,33,HOUSE,MAR,PRIM,N,451,Y,N,CEL,11,5,327,1,-1,0,UNK,0
2618,31,BLUE,DIV,SEC,N,0,Y,Y,CEL,18,7,913,4,-1,0,UNK,1
2619,35,MGNT,SIN,TER,N,2988,Y,N,CEL,25,5,179,1,-1,0,UNK,0
2620,70,BLUE,MAR,PRIM,N,3075,N,N,TEL,10,8,74,1,-1,0,UNK,0
2621,29,MGNT,SIN,TER,N,437,N,N,CEL,5,8,504,1,92,1,SUC,1
2622,71,retired,DIV,PRIM,N,275,N,N,CEL,14,6,293,1,425,1,SUC,1
2623,32,MGNT,SIN,TER,N,264,Y,N,UNK,9,5,211,2,-1,0,UNK,0
2624,29,BLUE,MAR,SEC,N,7863,Y,N,CEL,14,5,1129,1,-1,0,UNK,1
2625,32,BLUE,SIN,SEC,N,15341,N,N,UNK,21,5,738,3,-1,0,UNK,0
2626,51,retired,MAR,SEC,N,1017,N,N,CEL,30,7,353,6,-1,0,UNK,0
2627,48,BLUE,MAR,PRIM,N,3837,N,Y,CEL,21,11,120,1,-1,0,UNK,0
2628,38,TECH,SIN,TER,N,0,N,N,CEL,6,8,89,2,-1,0,UNK,0
2629,49,BLUE,MAR,PRIM,N,923,N,N,UNK,20,6,471,2,-1,0,UNK,0
2630,43,BLUE,MAR,SEC,N,57,Y,N,CEL,25,7,188,5,-1,0,UNK,0
2631,42,MGNT,DIV,TER,N,16,N,N,CEL,19,11,140,3,-1,0,UNK,0
2632,28,UNEMP,SIN,TER,N,1010,Y,N,CEL,6,5,911,1,336,2,FAIL,0
2633,46,TECH,MAR,SEC,N,591,N,N,TEL,29,8,81,2,-1,0,UNK,0
2634,43,BLUE,MAR,PRIM,N,1147,Y,Y,UNK,19,5,112,7,-1,0,UNK,0
2635,44,SERV,MAR,SEC,N,556,N,N,UNK,19,5,134,3,-1,0,UNK,0
2636,25,SERV,SIN,SEC,N,3217,Y,N,UNK,28,5,24,1,-1,0,UNK,0
2637,37,TECH,MAR,TER,N,183,Y,N,CEL,29,1,51,1,258,1,FAIL,0
2638,34,BLUE,MAR,PRIM,N,-319,Y,Y,CEL,9,7,134,4,-1,0,UNK,0
2639,41,MGNT,MAR,TER,N,783,Y,N,CEL,14,7,126,3,-1,0,UNK,0
2640,21,BLUE,SIN,SEC,N,682,N,N,CEL,6,3,266,1,-1,0,UNK,1
2641,46,MGNT,DIV,SEC,N,10,Y,N,CEL,17,11,273,1,-1,0,UNK,0
2642,71,retired,MAR,TER,N,653,N,N,TEL,26,2,367,1,-1,0,UNK,1
2643,42,TECH,MAR,SEC,N,5,N,N,CEL,21,8,98,2,-1,0,UNK,0
2644,43,TECH,MAR,SEC,N,-796,N,N,CEL,7,7,190,4,-1,0,UNK,0
2645,37,UNEMP,MAR,UNK,N,4565,N,N,CEL,4,9,369,1,-1,0,UNK,0
2646,43,ADMIN,SIN,SEC,N,426,Y,N,CEL,11,5,76,2,304,2,FAIL,0
2647,53,MGNT,SIN,TER,N,720,Y,N,UNK,17,11,99,1,-1,0,UNK,0
2648,46,ADMIN,MAR,PRIM,N,469,Y,N,CEL,2,2,75,1,264,10,OTH,0
2649,31,TECH,SIN,SEC,N,674,Y,Y,UNK,3,6,150,3,-1,0,UNK,0
2650,33,MGNT,MAR,UNK,N,18347,Y,N,UNK,23,5,415,1,-1,0,UNK,0
2651,52,BLUE,SIN,SEC,N,288,Y,N,CEL,8,7,159,2,-1,0,UNK,0
2652,25,SERV,SIN,SEC,N,64,N,N,CEL,21,7,71,11,-1,0,UNK,0
2653,30,MGNT,SIN,TER,N,2995,Y,N,CEL,18,11,329,1,-1,0,UNK,0
2654,40,MGNT,SIN,TER,N,1247,Y,N,CEL,9,7,157,1,-1,0,UNK,0
2655,29,TECH,SIN,SEC,N,307,Y,N,CEL,3,2,216,1,-1,0,UNK,0
2656,54,MGNT,MAR,TER,N,3395,N,N,CEL,7,8,199,2,-1,0,UNK,0
2657,33,BLUE,MAR,PRIM,N,195,N,N,CEL,16,11,984,5,-1,0,UNK,1
2658,46,ADMIN,MAR,PRIM,N,40,Y,N,UNK,7,5,591,3,-1,0,UNK,0
2659,58,BLUE,DIV,SEC,N,644,N,Y,CEL,17,11,220,4,109,4,FAIL,0
2660,30,TECH,SIN,TER,N,60,Y,Y,UNK,7,5,306,5,-1,0,UNK,0
2661,56,MGNT,DIV,TER,N,-563,N,N,CEL,16,7,79,1,-1,0,UNK,0
2662,49,SERV,MAR,SEC,N,702,N,Y,CEL,23,7,194,1,-1,0,UNK,0
2663,50,MGNT,DIV,TER,N,83,Y,N,CEL,21,8,40,2,-1,0,UNK,0
2664,50,SELF,MAR,TER,N,4012,N,N,CEL,19,11,690,3,-1,0,UNK,0
2665,30,MGNT,SIN,TER,N,508,N,Y,CEL,19,11,70,4,-1,0,UNK,0
2666,44,ADMIN,SIN,SEC,N,1534,N,N,CEL,10,11,95,1,95,3,SUC,1
2667,51,UNEMP,DIV,PRIM,N,2244,N,N,TEL,28,1,360,2,-1,0,UNK,0
2668,48,BLUE,MAR,SEC,N,291,Y,N,CEL,23,7,448,2,-1,0,UNK,0
2669,38,TECH,MAR,SEC,N,0,Y,N,UNK,20,6,111,1,-1,0,UNK,0
2670,57,retired,DIV,TER,N,241,N,Y,CEL,5,8,146,1,-1,0,UNK,0
2671,49,BLUE,MAR,SEC,N,783,Y,N,UNK,12,5,166,4,-1,0,UNK,0
2672,34,BLUE,MAR,SEC,N,1454,Y,N,CEL,11,2,231,2,297,2,FAIL,1
2673,29,BLUE,SIN,SEC,N,1446,Y,N,CEL,17,4,88,3,-1,0,UNK,0
2674,42,BLUE,MAR,PRIM,N,7041,Y,N,CEL,28,7,386,4,-1,0,UNK,0
2675,31,TECH,MAR,SEC,N,298,N,N,CEL,22,8,436,5,-1,0,UNK,0
2676,52,TECH,MAR,SEC,N,234,N,N,CEL,17,11,255,1,-1,0,UNK,1
2677,54,SERV,MAR,UNK,N,386,N,Y,CEL,19,11,74,1,152,1,SUC,0
2678,29,BLUE,MAR,SEC,N,1175,Y,Y,CEL,30,7,141,4,-1,0,UNK,0
2679,35,ADMIN,DIV,SEC,N,20,N,Y,CEL,17,7,287,1,-1,0,UNK,0
2680,31,BLUE,SIN,SEC,N,160,Y,N,UNK,9,5,25,1,-1,0,UNK,0
2681,27,TECH,MAR,SEC,N,1577,Y,Y,UNK,28,5,266,2,-1,0,UNK,0
2682,27,ADMIN,SIN,SEC,N,261,Y,Y,CEL,3,6,592,4,-1,0,UNK,1
2683,74,retired,DIV,SEC,N,4079,N,N,CEL,19,10,343,3,-1,0,UNK,1
2684,42,MGNT,DIV,TER,N,0,N,N,TEL,19,8,225,4,-1,0,UNK,0
2685,58,retired,SIN,SEC,N,1640,N,Y,CEL,4,2,72,6,274,4,FAIL,0
2686,35,SELF,DIV,TER,N,1354,Y,N,UNK,23,5,736,2,-1,0,UNK,1
2687,37,TECH,SIN,SEC,N,3326,Y,N,UNK,21,5,799,1,-1,0,UNK,1
2688,29,MGNT,SIN,TER,N,92,N,N,CEL,2,6,101,1,92,5,SUC,0
2689,38,BLUE,SIN,PRIM,N,12130,Y,N,CEL,12,5,455,2,328,13,FAIL,0
2690,55,BLUE,MAR,UNK,N,6134,N,N,CEL,6,8,127,2,-1,0,UNK,0
2691,61,MGNT,MAR,TER,N,997,N,N,CEL,22,6,269,1,104,1,SUC,1
2692,42,ADMIN,SIN,SEC,N,2758,Y,N,UNK,5,6,237,3,-1,0,UNK,0
2693,31,MGNT,MAR,TER,Y,-1038,Y,N,CEL,16,7,255,2,-1,0,UNK,0
2694,69,retired,MAR,PRIM,N,579,N,N,CEL,14,8,230,1,-1,0,UNK,0
2695,22,STUD,SIN,UNK,N,1232,N,N,CEL,30,7,283,1,430,2,OTH,1
2696,31,BLUE,MAR,SEC,N,512,Y,N,CEL,18,5,109,2,-1,0,UNK,0
2697,39,SERV,MAR,SEC,N,2040,Y,N,CEL,12,5,312,6,-1,0,UNK,0
2698,21,STUD,SIN,SEC,N,398,Y,N,CEL,11,5,295,3,-1,0,UNK,0
2699,26,ADMIN,SIN,TER,N,6,Y,N,CEL,5,5,171,1,-1,0,UNK,0
2700,52,BLUE,MAR,SEC,N,1860,N,N,UNK,20,6,496,3,-1,0,UNK,0
2701,37,TECH,MAR,TER,N,5239,N,N,CEL,7,8,67,2,-1,0,UNK,0
2702,30,SERV,SIN,SEC,N,432,Y,N,UNK,20,5,340,3,-1,0,UNK,0
2703,27,SERV,SIN,SEC,N,201,Y,N,UNK,4,6,172,2,-1,0,UNK,0
2704,32,BLUE,SIN,SEC,N,811,Y,N,CEL,14,5,563,1,-1,0,UNK,1
2705,46,MGNT,MAR,TER,N,4693,N,Y,CEL,7,8,79,1,394,2,FAIL,1
2706,26,UNEMP,SIN,SEC,N,632,N,N,CEL,12,8,312,3,181,1,SUC,1
2707,24,BLUE,MAR,SEC,N,-220,Y,N,CEL,2,4,90,1,-1,0,UNK,0
2708,32,MGNT,SIN,TER,N,8436,Y,N,CEL,17,4,245,1,149,2,FAIL,0
2709,25,BLUE,SIN,SEC,Y,15,Y,N,TEL,6,5,44,1,-1,0,UNK,0
2710,53,BLUE,MAR,SEC,N,1093,Y,Y,UNK,16,6,244,3,-1,0,UNK,0
2711,33,TECH,MAR,TER,N,15169,Y,N,CEL,20,11,103,1,-1,0,UNK,0
2712,39,HOUSE,MAR,SEC,N,365,Y,N,UNK,7,5,274,4,-1,0,UNK,0
2713,36,ADMIN,MAR,SEC,N,1588,Y,N,CEL,7,4,103,1,-1,0,UNK,0
2714,33,ADMIN,SIN,SEC,N,241,N,N,CEL,22,7,490,1,-1,0,UNK,0
2715,63,retired,MAR,SEC,N,1612,N,N,CEL,19,8,399,2,183,2,SUC,0
2716,38,STUD,SIN,UNK,N,64,N,N,CEL,6,8,789,1,-1,0,UNK,0
2717,51,MGNT,MAR,TER,N,-20,N,N,CEL,19,11,139,3,-1,0,UNK,0
2718,41,BLUE,MAR,PRIM,N,951,Y,N,CEL,20,4,23,4,-1,0,UNK,0
2719,32,MGNT,SIN,TER,N,4,Y,N,UNK,9,5,179,2,-1,0,UNK,0
2720,26,TECH,SIN,SEC,N,455,N,N,CEL,29,1,240,1,182,8,OTH,0
2721,42,TECH,MAR,SEC,N,27,N,N,CEL,14,8,259,4,-1,0,UNK,0
2722,37,MGNT,MAR,TER,N,2987,Y,N,TEL,16,11,135,8,96,1,SUC,0
2723,37,MGNT,DIV,TER,N,1775,N,N,CEL,15,7,514,5,-1,0,UNK,1
2724,37,MGNT,MAR,TER,N,4039,N,Y,CEL,25,7,106,2,-1,0,UNK,0
2725,32,MGNT,MAR,TER,N,477,Y,N,TEL,18,5,87,6,178,5,FAIL,0
2726,29,UNEMP,MAR,SEC,N,687,N,N,CEL,8,10,309,2,88,6,OTH,0
2727,44,ADMIN,MAR,SEC,N,429,Y,N,CEL,28,1,99,1,246,4,FAIL,0
2728,24,BLUE,MAR,SEC,N,0,N,N,UNK,28,5,94,1,-1,0,UNK,0
2729,35,BLUE,DIV,PRIM,N,13,N,Y,CEL,9,7,364,1,-1,0,UNK,0
2730,45,TECH,MAR,SEC,N,1673,N,N,CEL,23,10,76,1,-1,0,UNK,0
2731,31,BLUE,MAR,PRIM,N,-365,Y,N,CEL,15,5,36,1,-1,0,UNK,0
2732,30,TECH,SIN,TER,N,6683,N,N,CEL,30,1,180,1,-1,0,UNK,0
2733,32,SERV,MAR,SEC,N,268,N,N,CEL,29,1,140,1,-1,0,UNK,0
2734,58,BLUE,MAR,PRIM,N,226,Y,N,CEL,14,7,306,2,-1,0,UNK,0
2735,56,BLUE,MAR,PRIM,N,6677,Y,N,TEL,20,4,197,4,-1,0,UNK,0
2736,37,TECH,MAR,SEC,N,987,Y,Y,CEL,14,5,306,2,-1,0,UNK,0
2737,34,BLUE,MAR,PRIM,N,392,Y,N,CEL,18,5,180,3,360,1,FAIL,0
2738,46,MGNT,SIN,TER,N,479,Y,N,UNK,26,5,34,3,-1,0,UNK,0
2739,55,HOUSE,MAR,PRIM,N,211,N,N,CEL,18,8,111,3,-1,0,UNK,0
2740,69,retired,MAR,PRIM,N,279,N,N,TEL,12,8,26,1,-1,0,UNK,0
2741,78,retired,MAR,PRIM,N,14204,N,N,CEL,26,10,150,1,183,1,OTH,0
2742,37,BLUE,SIN,SEC,N,48,N,N,CEL,6,5,140,2,-1,0,UNK,0
2743,30,TECH,SIN,SEC,N,62,Y,N,TEL,3,2,678,2,252,1,OTH,0
2744,27,TECH,SIN,TER,N,-152,Y,Y,CEL,29,1,236,2,-1,0,UNK,0
2745,51,SERV,MAR,UNK,N,6451,N,N,TEL,19,11,66,2,-1,0,UNK,0
2746,49,MGNT,MAR,TER,N,502,N,N,CEL,22,8,379,4,-1,0,UNK,0
2747,47,ENTREP,DIV,TER,N,0,N,N,UNK,5,6,124,1,-1,0,UNK,0
2748,31,BLUE,SIN,PRIM,N,528,Y,N,CEL,17,7,143,1,-1,0,UNK,0
2749,38,MGNT,MAR,TER,N,661,Y,N,CEL,2,2,366,1,-1,0,UNK,0
2750,49,UNK,MAR,SEC,N,1269,N,N,CEL,12,8,117,9,-1,0,UNK,0
2751,60,retired,MAR,SEC,N,5267,N,N,CEL,4,9,520,1,-1,0,UNK,1
2752,32,BLUE,SIN,SEC,N,3662,N,N,TEL,28,1,309,1,-1,0,UNK,0
2753,34,MGNT,MAR,TER,Y,0,N,Y,CEL,21,11,18,9,-1,0,UNK,0
2754,46,TECH,DIV,SEC,N,164,Y,N,UNK,9,5,229,2,-1,0,UNK,0
2755,42,MGNT,MAR,SEC,N,0,N,N,CEL,30,7,458,3,-1,0,UNK,0
2756,50,ADMIN,MAR,SEC,N,311,Y,Y,UNK,18,6,417,3,-1,0,UNK,0
2757,41,UNEMP,SIN,TER,N,4517,Y,N,CEL,20,11,137,1,-1,0,UNK,0
2758,34,MGNT,MAR,TER,N,2611,N,N,CEL,7,8,235,8,-1,0,UNK,0
2759,35,UNEMP,MAR,SEC,N,2080,Y,N,TEL,14,4,266,3,-1,0,UNK,0
2760,44,MGNT,DIV,TER,N,2422,Y,N,CEL,21,7,141,2,-1,0,UNK,0
2761,45,ADMIN,DIV,SEC,N,109,Y,N,UNK,16,5,122,1,-1,0,UNK,0
2762,37,TECH,MAR,SEC,N,318,N,N,CEL,7,8,83,1,95,4,OTH,0
2763,38,TECH,SIN,TER,N,0,N,N,CEL,28,8,247,2,-1,0,UNK,0
2764,31,BLUE,MAR,PRIM,N,2929,Y,N,CEL,20,4,237,3,150,3,FAIL,0
2765,34,MGNT,MAR,TER,N,1906,Y,N,CEL,14,7,68,3,-1,0,UNK,0
2766,50,ADMIN,MAR,SEC,N,761,N,Y,CEL,5,2,273,3,-1,0,UNK,0
2767,28,BLUE,SIN,SEC,N,517,N,Y,CEL,6,2,91,3,213,1,SUC,0
2768,46,BLUE,MAR,PRIM,N,512,N,N,TEL,13,5,32,1,301,1,FAIL,0
2769,46,HOUSE,MAR,SEC,N,1000,N,N,CEL,18,8,96,11,-1,0,UNK,0
2770,31,TECH,MAR,SEC,N,-576,Y,N,UNK,26,5,93,2,-1,0,UNK,0
2771,50,SERV,MAR,SEC,N,545,N,N,CEL,2,2,72,1,-1,0,UNK,0
2772,35,TECH,MAR,SEC,N,688,N,N,CEL,14,8,137,2,-1,0,UNK,0
2773,36,SERV,MAR,SEC,N,208,Y,N,UNK,16,5,99,1,-1,0,UNK,0
2774,36,BLUE,SIN,SEC,N,2235,Y,N,CEL,20,11,287,2,-1,0,UNK,0
2775,39,TECH,MAR,SEC,N,251,Y,N,CEL,17,7,342,2,-1,0,UNK,1
2776,76,MGNT,MAR,UNK,N,1780,Y,N,TEL,23,4,413,3,-1,0,UNK,1
2777,62,retired,MAR,TER,N,0,N,N,CEL,17,12,188,2,-1,0,UNK,0
2778,41,BLUE,SIN,PRIM,N,74,N,N,UNK,9,7,193,4,-1,0,UNK,0
2779,37,BLUE,MAR,PRIM,N,708,Y,N,TEL,2,2,51,1,-1,0,UNK,0
2780,47,MGNT,DIV,TER,N,12026,Y,N,TEL,27,10,251,1,-1,0,UNK,1
2781,25,SERV,SIN,SEC,N,-141,Y,N,CEL,18,5,113,2,348,2,FAIL,0
2782,54,MGNT,MAR,SEC,N,2895,Y,N,CEL,9,2,20,2,256,1,FAIL,0
2783,47,SERV,MAR,SEC,N,367,Y,N,CEL,10,7,476,4,-1,0,UNK,1
2784,30,TECH,SIN,UNK,N,-48,Y,N,UNK,6,5,152,2,-1,0,UNK,0
2785,36,SERV,MAR,SEC,N,238,N,N,CEL,30,1,424,1,-1,0,UNK,0
2786,31,MGNT,SIN,TER,N,9421,N,N,CEL,25,11,372,1,-1,0,UNK,1
2787,28,BLUE,SIN,SEC,N,517,N,Y,CEL,8,7,681,1,-1,0,UNK,1
2788,57,BLUE,MAR,PRIM,N,94,Y,N,TEL,23,7,103,5,-1,0,UNK,0
2789,48,ENTREP,MAR,SEC,N,725,N,Y,CEL,10,7,105,1,-1,0,UNK,0
2790,48,BLUE,MAR,SEC,N,425,Y,N,TEL,9,7,693,2,-1,0,UNK,0
2791,33,SERV,MAR,SEC,N,39,Y,N,UNK,4,6,66,4,-1,0,UNK,0
2792,37,MGNT,MAR,TER,N,2283,N,N,CEL,6,8,303,2,92,4,SUC,1
2793,24,SERV,SIN,SEC,N,14,Y,N,CEL,7,5,241,1,-1,0,UNK,0
2794,53,TECH,MAR,UNK,N,619,N,N,UNK,17,6,198,6,-1,0,UNK,0
2795,37,SELF,DIV,SEC,N,3467,N,N,UNK,9,6,185,2,-1,0,UNK,0
2796,39,BLUE,MAR,SEC,N,285,Y,Y,UNK,6,5,209,1,-1,0,UNK,0
2797,36,MGNT,SIN,TER,N,1520,N,N,CEL,22,8,101,2,-1,0,UNK,0
2798,41,TECH,SIN,SEC,N,134,N,Y,CEL,11,8,153,4,-1,0,UNK,0
2799,32,TECH,MAR,SEC,N,4133,N,N,CEL,19,8,175,6,-1,0,UNK,0
